ID;Ürün Adı;Fiyat (EUR);Marka;Kategori;Kategori Kodu;Ürün Kodu;Spec: displacement_cm3
1253;EBM A4E400-AP02-02;133.08;Ebm-Papst;Fanlar & Motorlar;fan;LF2101975;
1254;EBM A4E400-AQ12-02;133.08;Ebm-Papst;Fanlar & Motorlar;fan;LF2101782;
1255;EBM A4D400-AP12-01;133.08;Ebm-Papst;Fanlar & Motorlar;fan;LF3340147;
1256;EBM A4E450-AP01-01;133.08;Ebm-Papst;Fanlar & Motorlar;fan;602045;
1257;EBM A4D450-AP01-01;133.08;Ebm-Papst;Fanlar & Motorlar;fan;LF3340148;
1258;EBM A4D500-AM03-01;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601628;
1259;EBM A3G300AK1303;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776327;
1260;EBM A3G350AN0103;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776328;
1261;EBM A3G400BK08H1;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776329;
1262;EBM A3G450BL03H3;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776330;
1263;EBM A3G500BD5901;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776331;
1264;EBM A3G500BM06H1;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776332;
1265;EBM A3G560BB7821;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776333;
1266;EBM A3G560BH9901;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776334;
1267;EBM A3G630BE5521;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776335;
1268;EBM A3G630BG9701;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776336;
1269;EBM A3G710AS2109;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776337;
1270;EBM A3G800AS2609;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776338;
1271;EBM A3G800BD5731;133.08;Ebm-Papst;Fanlar & Motorlar;fan;776339;
1272;EBM Sucking;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601954;
1273;EBM Blowing;133.08;Ebm-Papst;Fanlar & Motorlar;fan;LF3240558;
1274;EBM Blowing/Sucking;133.08;Ebm-Papst;Fanlar & Motorlar;fan;LF3240561;
1275;IA0300 5P28;126.00;;Fanlar & Motorlar;fan;LF2103992;
1276;FB035-4EK.WD.V5;126.00;;Fanlar & Motorlar;fan;LF3540088;
1277;FN040-VDK.0F.V7P1;126.00;;Fanlar & Motorlar;fan;LF3540089;
1278;FB045-4EK.4F.V4P;126.00;;Fanlar & Motorlar;fan;601973;
1279;FB045-VDK.4C.V4P;126.00;;Fanlar & Motorlar;fan;601974;
1280;FB050-VDK.4I.V4P;126.00;;Fanlar & Motorlar;fan;601976;
1281;FN050-VDK.4I.V7;126.00;;Fanlar & Motorlar;fan;601975;
1282;FN050-6EK.4F.V7P3;126.00;;Fanlar & Motorlar;fan;LF3540030;
1283;FN050-SDK.4F.V7P1;126.00;;Fanlar & Motorlar;fan;LF3540029;
1284;FN050-VDS.4I.V7P1;126.00;;Fanlar & Motorlar;fan;LF3540090;
1285;FB056-VDK.4I.V4L;126.00;;Fanlar & Motorlar;fan;LF3540091;
1286;FB063-SDK.4I.V4P;126.00;;Fanlar & Motorlar;fan;LF3540015;
1287;FN063-SDK.4I.V7;126.00;;Fanlar & Motorlar;fan;601977;
1288;FN063-VDK.6N.V7P7;126.00;;Fanlar & Motorlar;fan;LF3540092;
1289;YWF4E-250S;126.00;;Fanlar & Motorlar;fan;LF3540068;
1290;YWF4E-300S;126.00;;Fanlar & Motorlar;fan;601880;
1291;YWF4E-300B;126.00;;Fanlar & Motorlar;fan;LF5098706;
1292;YWF4E-315S;126.00;;Fanlar & Motorlar;fan;601881;
1293;YWF4E-330S;126.00;;Fanlar & Motorlar;fan;601882;
1294;YWF4E-350S;126.00;;Fanlar & Motorlar;fan;601883;
1295;YWF4E-400S;126.00;;Fanlar & Motorlar;fan;601884;
1296;YWF4D-400S;126.00;;Fanlar & Motorlar;fan;LF3540084;
1297;YWF6E-450S;126.00;;Fanlar & Motorlar;fan;601885;
1298;YWF6D-450S;126.00;;Fanlar & Motorlar;fan;LF5181720;
1299;YWF6E-500S;126.00;;Fanlar & Motorlar;fan;LF3540085;
1300;YWF6D-500S;126.00;;Fanlar & Motorlar;fan;720169;
1301;YWF6D-630S;126.00;;Fanlar & Motorlar;fan;720170;
1302;Sucking;126.00;;Fanlar & Motorlar;fan;601566;
1303;Blowing;126.00;;Fanlar & Motorlar;fan;601568;
1304;ALUMINUM FANS FOR MOTORS (601585);126.00;;Fanlar & Motorlar;fan;601585;
1305;ADJUSTABLE UNIVERSAL SUPPORT;126.00;;Fanlar & Motorlar;fan;601589;
1306;Fan;126.00;;Fanlar & Motorlar;fan;LF3805029;
1307;MOTOR BRACKETS CROSS;126.00;;Fanlar & Motorlar;fan;601578;
1308;GRIDS FOR PENTAVALENT MOTORS;126.00;;Fanlar & Motorlar;fan;LF3805028;
1309;YZF 5-13-26;126.00;;Fanlar & Motorlar;fan;601020;
1310;YZF 10-20-26;126.00;;Fanlar & Motorlar;fan;601022;
1311;YZF 16-25-26;126.00;;Fanlar & Motorlar;fan;601023;
1312;YZF 25-40-26;126.00;;Fanlar & Motorlar;fan;601024;
1313;YZF 34-45-26;126.00;;Fanlar & Motorlar;fan;601050;
1314;ELCO N 25-40/1286;126.00;Elco;Fanlar & Motorlar;fan;602222;
1315;ELCO N 34-45/389;126.00;Elco;Fanlar & Motorlar;fan;602221;
1316;ELCO N 10-20/079;126.00;Elco;Fanlar & Motorlar;fan;601890;
1317;ELCO N 16-25/110;126.00;Elco;Fanlar & Motorlar;fan;601891;
1318;ELCO N 10-20/1456;126.00;Elco;Fanlar & Motorlar;fan;601762;
1319;ELCO N 16-25/1457;126.00;Elco;Fanlar & Motorlar;fan;601763;
1320;ELCO N 25-40/1458;126.00;Elco;Fanlar & Motorlar;fan;601764;
1321;ELCO N 5-13;126.00;Elco;Fanlar & Motorlar;fan;601430;
1322;ELCO N 10-20;126.00;Elco;Fanlar & Motorlar;fan;601427;
1323;ELCO N 16-25;126.00;Elco;Fanlar & Motorlar;fan;601528;
1324;ELCO N 18-30;126.00;Elco;Fanlar & Motorlar;fan;602057;
1325;ELCO N 25-40;126.00;Elco;Fanlar & Motorlar;fan;601529;
1326;ELCO N 34-45;126.00;Elco;Fanlar & Motorlar;fan;601530;
1327;ELCO N 25-45/1327;126.00;Elco;Fanlar & Motorlar;fan;602218;
1328;ELCO N 10-20/1796;126.00;Elco;Fanlar & Motorlar;fan;LF3340106;
1329;ELCO VNT 18-30/723;126.00;Elco;Fanlar & Motorlar;fan;602251;
1330;ELCO R 18-25/002;126.00;Elco;Fanlar & Motorlar;fan;601608;
1331;ELCO N 25-40/716;126.00;Elco;Fanlar & Motorlar;fan;602212;
1332;ELCO N 25-45/887;126.00;Elco;Fanlar & Motorlar;fan;LF3340048;
1333;ELCO MOTORS EMI 5-82 CE PENTAVALENT;126.00;Elco;Fanlar & Motorlar;fan;601420;
1334;ELCO;126.00;Elco;Fanlar & Motorlar;fan;602214;
1335;ELCO Fan;126.00;Elco;Fanlar & Motorlar;fan;602216;
1336;ELCO MOTORS EMI 82CE;126.00;Elco;Fanlar & Motorlar;fan;LF1240122;
1337;ELCO MOTORS EMI 83D;126.00;Elco;Fanlar & Motorlar;fan;LF3340195;
1338;ELCO MOTORS EMI 101M;126.00;Elco;Fanlar & Motorlar;fan;LF3240905;
1339;ELCO CW/CCW;126.00;Elco;Fanlar & Motorlar;fan;LF3340197;
1340;ELCO CCW;126.00;Elco;Fanlar & Motorlar;fan;601554;
1341;EBM M4Q045-BD01-75;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601756;
1342;EBM M4Q045-CA03-75;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601757;
1343;EBM M4Q045-CF01-75;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601758;
1344;EBM M4Q045-DA01-75;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601759;
1345;EBM M4Q045-EA01-75;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601760;
1346;EBM M4Q045-EF01-75;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601761;
1347;EBM M4Q045-EA01-01;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601952;
1348;EBM iQ3612;133.08;Ebm-Papst;Fanlar & Motorlar;fan;601893;
1349;CEWAL TRR 62.11;15.00;;Kılcal Borular;capillary;541414;
1350;ARTHERMO;15.00;;Kılcal Borular;capillary;LF3441090;
1351;CEWAL;15.00;;Kılcal Borular;capillary;541081;
1352;WIKA;15.00;;Kılcal Borular;capillary;LF3441082;
1353;ED COMPANY;15.00;;Kılcal Borular;capillary;542479;
1354;Capillary (LF3441002);15.00;;Kılcal Borular;capillary;LF3441002;
1355;TELETHERMOMETERS F87R WITH REVERSIBLE FLANGE (542489);50.00;;Termostatlar & Termometreler;thermostat;542489;
1356;THERMOSTATS;50.00;;Termostatlar & Termometreler;thermostat;LF3441933;
1357;Capillary length (390012);15.00;;Kılcal Borular;capillary;390012;
1358;F2000;15.00;;Kılcal Borular;capillary;390536;
1359;TR711N;15.00;;Kılcal Borular;capillary;390534;
1360;K50 P1125;15.00;;Kılcal Borular;capillary;390545;
1361;K60 P1013;15.00;;Kılcal Borular;capillary;LF3444887;
1362;K50 P1117;15.00;;Kılcal Borular;capillary;390272;
1363;K50 P1115;15.00;;Kılcal Borular;capillary;390285;
1364;K50 P1118;15.00;;Kılcal Borular;capillary;LF3444819;
1365;ARTH093;15.00;;Kılcal Borular;capillary;LF3744127;
1366;ARTH094;15.00;;Kılcal Borular;capillary;LF3744128;
1367;ARTH096;15.00;;Kılcal Borular;capillary;LF3744131;
1368;ARTH095;15.00;;Kılcal Borular;capillary;LF3744132;
1369;TR2;15.00;;Kılcal Borular;capillary;391082;
1370;TSC 093C;15.00;;Kılcal Borular;capillary;LF3444987;
1371;TSC 094C;15.00;;Kılcal Borular;capillary;LF3444988;
1372;TSC 093C+24W;15.00;;Kılcal Borular;capillary;LF3444986;
1373;Refrigerators;15.00;;Kılcal Borular;capillary;390552;
1374;Refrigerators with manual defrost;15.00;;Kılcal Borular;capillary;390553;
1375;Refrigerators with automatic defrost;15.00;;Kılcal Borular;capillary;390554;
1376;Absorption coolers;15.00;;Kılcal Borular;capillary;390555;
1377;Secop Freezers without signal;15.00;Secop;Kılcal Borular;capillary;390556;
1378;Secop Freezers active signal;15.00;Secop;Kılcal Borular;capillary;390557;
1379;Secop Freezers passive signal;15.00;Secop;Kılcal Borular;capillary;390558;
1380;Liquid / bottle coolers;15.00;;Kılcal Borular;capillary;390559;
1381;DANFOSS KP61-060L1128;50.00;Danfoss;Termostatlar & Termometreler;thermostat;390487;
1382;DANFOSS KP61-060L1182;50.00;Danfoss;Termostatlar & Termometreler;thermostat;LF3744163;
1383;DANFOSS KP62-060L1110;50.00;Danfoss;Termostatlar & Termometreler;thermostat;390494;
1384;DANFOSS KP71-060L1115;50.00;Danfoss;Termostatlar & Termometreler;thermostat;390491;
1385;DANFOSS KP71-060L1113;50.00;Danfoss;Termostatlar & Termometreler;thermostat;390490;
1386;EUREMA TE01;50.00;;Termostatlar & Termometreler;thermostat;379778;
1387;EUREMA TE01DEF;50.00;;Termostatlar & Termometreler;thermostat;378472;
1388;AKO AKO D14023;50.00;Ako;Termostatlar & Termometreler;thermostat;379518;
1389;ARTHERMO ROF-DIG 230V;50.00;;Termostatlar & Termometreler;thermostat;378274;
1390;DIXELL XT11S-0010N;50.00;;Termostatlar & Termometreler;thermostat;LF7101730;
1391;DIXELL XT11S-5000N;50.00;;Termostatlar & Termometreler;thermostat;378693;
1392;ELIWELL EM300LX;50.00;;Termostatlar & Termometreler;thermostat;LF2101714;
1393;ELIWELL IC PLUS 915;120.00;Eliwell;Elektronik Kontrolörler;controller;379790;
1394;ELIWELL IC915LX/P;120.00;Eliwell;Elektronik Kontrolörler;controller;378380;
1395;ELIWELL IC PLUS 902;120.00;Eliwell;Elektronik Kontrolörler;controller;379830;
1396;ELIWELL EW961;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445478;
1397;ELIWELL EWPlus 974;120.00;Eliwell;Elektronik Kontrolörler;controller;381546;
1398;ELIWELL IDNEXT974P/C;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445608;
1399;ELIWELL IDNEXT974P/CI;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445609;
1400;ELIWELL IDNEXT978P/B;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445611;
1401;ELIWELL IDNEXT978P/C;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445612;
1402;ELIWELL IDNEXT978P/CI;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445610;
1403;ELIWELL IDNEXT902P;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445600;
1404;ELIWELL IDNEXT961P;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445602;
1405;ELIWELL IDNEXT971P/B;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445604;
1406;ELIWELL Electronic;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445605;
1407;ELIWELL IDPLUS 902;120.00;Eliwell;Elektronik Kontrolörler;controller;378644;
1408;ELIWELL IDPLUS 961;120.00;Eliwell;Elektronik Kontrolörler;controller;379837;
1409;ELIWELL IDPLUS 971;120.00;Eliwell;Elektronik Kontrolörler;controller;378437;
1410;ELIWELL IDPLUS 974;120.00;Eliwell;Elektronik Kontrolörler;controller;379836;
1411;ELIWELL ID975LX;120.00;Eliwell;Elektronik Kontrolörler;controller;378136;
1412;ELIWELL IDPLUS 978;120.00;Eliwell;Elektronik Kontrolörler;controller;378436;
1413;ELIWELL ID985LX;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445067;
1414;ELIWELL IWC720S;120.00;Eliwell;Elektronik Kontrolörler;controller;LF3445079;
1415;ELIWELL IWC730S;120.00;Eliwell;Elektronik Kontrolörler;controller;378141;
1416;ELIWELL IWC750;120.00;Eliwell;Elektronik Kontrolörler;controller;378139;
1417;ELIWELL IWC750 C.L.;120.00;Eliwell;Elektronik Kontrolörler;controller;378520;
1418;ELIWELL IWK WIDE;120.00;Eliwell;Elektronik Kontrolörler;controller;378216;
1419;ELIWELL IS972LX;120.00;Eliwell;Elektronik Kontrolörler;controller;379398;
1420;ELIWELL EWEM233;120.00;Eliwell;Elektronik Kontrolörler;controller;379533;
1421;ELIWELL IS974LX;120.00;Eliwell;Elektronik Kontrolörler;controller;378138;
1422;ELIWELL EWEM243;120.00;Eliwell;Elektronik Kontrolörler;controller;378140;
1423;ELIWELL telephone cable;120.00;Eliwell;Elektronik Kontrolörler;controller;379534;
1424;ELIWELL EWDR 981;120.00;Eliwell;Elektronik Kontrolörler;controller;378205;
1425;ELIWELL EWDR 983;120.00;Eliwell;Elektronik Kontrolörler;controller;378696;
1426;ELIWELL EWDR 983 CS LX;120.00;Eliwell;Elektronik Kontrolörler;controller;378378;
1427;ELIWELL EWDR 985;120.00;Eliwell;Elektronik Kontrolörler;controller;378206;
1428;ELIWELL EWDR 985 CS LX;120.00;Eliwell;Elektronik Kontrolörler;controller;378379;
1429;DIXELL XR02CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378267;
1430;DIXELL XR03CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445443;
1431;DIXELL XR04CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445444;
1432;DIXELL XR06CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378273;
1433;DIXELL XR10CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;402192;
1434;DIXELL XR20CX-0N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378700;
1435;DIXELL XR20CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378000;
1436;DIXELL XR30CX-0N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378736;
1437;DIXELL XR30CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;379665;
1438;DIXELL XR40CX-0N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445174;
1439;DIXELL XR40CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378384;
1440;DIXELL XR60CX-0N0C3;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445298;
1441;DIXELL XR60CX-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;378224;
1442;DIXELL XR60CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;402144;
1443;DIXELL XR64CX-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF5072543;
1444;DIXELL XR70CX-0N0C8;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445248;
1445;DIXELL XR70CX-5N0C3;120.00;Dixell;Elektronik Kontrolörler;controller;378221;
1446;DIXELL XR72CX-0N0C8-U;120.00;Dixell;Elektronik Kontrolörler;controller;378492;
1447;DIXELL XR72CX-0N0C8;120.00;Dixell;Elektronik Kontrolörler;controller;LF7106793;
1448;DIXELL XR75CX-5N7I3;120.00;Dixell;Elektronik Kontrolörler;controller;LF5140068;
1449;DIXELL XR80CX-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378730;
1450;DIXELL UNIVERSAL R4;120.00;Dixell;Elektronik Kontrolörler;controller;381408;
1451;DIXELL XR10CH-5N2C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445518;
1452;DIXELL XR20CH-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378532;
1453;DIXELL XR20CH-5R0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445451;
1454;DIXELL XR20CH-5G0C3;120.00;Dixell;Elektronik Kontrolörler;controller;378488;
1455;DIXELL XR30CH-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378558;
1456;DIXELL XR60CH-5R0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445452;
1457;DIXELL XR60CH-5N2C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445519;
1458;DIXELL XR70CH-5N2C3;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445520;
1459;DIXELL XW20LS-5N6C3-W;120.00;Dixell;Elektronik Kontrolörler;controller;LF5075191;
1460;DIXELL XW20LS-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378222;
1461;DIXELL XW20LR-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;378703;
1462;DIXELL XW20LRH-5N0C0-D - 16A Comp-8A Light;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445453;
1463;DIXELL XW20L-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378228;
1464;DIXELL XW30LS-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF2104028;
1465;DIXELL LF507811;120.00;Dixell;Elektronik Kontrolörler;controller;;
1466;DIXELL XW30LS-5N0C0-N;120.00;Dixell;Elektronik Kontrolörler;controller;LF5069423;
1467;DIXELL XW30LS-5N6C3-W;120.00;Dixell;Elektronik Kontrolörler;controller;378706;
1468;DIXELL XW30L-00000;120.00;Dixell;Elektronik Kontrolörler;controller;402193;
1469;DIXELL XW30L-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF5075984;
1470;DIXELL XW30LRH-5N1D0-D 16A Comp-5A Fan-8A Light;120.00;Dixell;Elektronik Kontrolörler;controller;378526;
1471;DIXELL XW40LS-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378387;
1472;DIXELL XW40L-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;379655;
1473;DIXELL XW40L-5L0D8-X;120.00;Dixell;Elektronik Kontrolörler;controller;402159;
1474;DIXELL XW60LS-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;;
1475;DIXELL XW60LRH-5N0C0-D - 16A Comp-16A Def-5A Fan-5A Light;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445454;
1476;DIXELL XW60L-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;378689;
1477;DIXELL XW60L-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;;
1478;DIXELL XW60LH-5N6C1-D;120.00;Dixell;Elektronik Kontrolörler;controller;378735;
1479;DIXELL XW60L-5L0D0-X;120.00;Dixell;Elektronik Kontrolörler;controller;379699;
1480;DIXELL;120.00;Dixell;Elektronik Kontrolörler;controller;378691;
1481;DIXELL XW60LR-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445450;
1482;DIXELL LF2104961 XW60L-5N0D1-X;120.00;Dixell;Elektronik Kontrolörler;controller;;
1483;DIXELL XW70L-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF7107867;
1484;DIXELL XW70LT-5N7W0-R;120.00;Dixell;Elektronik Kontrolörler;controller;LF5088030;
1485;DIXELL XW220L-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378388;
1486;DIXELL XW230L-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;378389;
1487;DIXELL XW260L-5N0C5;120.00;Dixell;Elektronik Kontrolörler;controller;381580;
1488;DIXELL XW260L-5N0D0-X;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445413;
1489;DIXELL XW264L-5N0C5;120.00;Dixell;Elektronik Kontrolörler;controller;378386;
1490;DIXELL XW270L-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF7105111;
1491;DIXELL XW271L-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445237;
1492;DIXELL XW220K-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;379660;
1493;DIXELL XW260K-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;378225;
1494;DIXELL XW270K-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;378385;
1495;DIXELL XW271K-5N0C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF7100499;
1496;DIXELL XW570K-5N0C4;120.00;Dixell;Elektronik Kontrolörler;controller;LF2101982;
1497;DIXELL XM470K-510C1;120.00;Dixell;Elektronik Kontrolörler;controller;378745;
1498;DIXELL XW60K-5N2C0;120.00;Dixell;Elektronik Kontrolörler;controller;378555;
1499;DIXELL XW60K-5L2C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF2102991;
1500;DIXELL XW764K-5L2C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF5030856;
1501;DIXELL display remote;120.00;Dixell;Elektronik Kontrolörler;controller;378645;
1502;DIXELL CX620-000N0;120.00;Dixell;Elektronik Kontrolörler;controller;378640;
1503;DIXELL T620-000C0;120.00;Dixell;Elektronik Kontrolörler;controller;379658;
1504;DIXELL T640-000C0;120.00;Dixell;Elektronik Kontrolörler;controller;378278;
1505;DIXELL T670-000C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF5054626;
1506;DIXELL T820-000C0;120.00;Dixell;Elektronik Kontrolörler;controller;378442;
1507;DIXELL T821-000C0;120.00;Dixell;Elektronik Kontrolörler;controller;381591;
1508;DIXELL T840-100D0-X;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445417;
1509;DIXELL V620-100C0;120.00;Dixell;Elektronik Kontrolörler;controller;LF5074970;
1510;DIXELL HOTKEY DIXELL;120.00;Dixell;Elektronik Kontrolörler;controller;402818;
1511;DIXELL XW20VS-5N0C0 SHORT;120.00;Dixell;Elektronik Kontrolörler;controller;378377;
1512;DIXELL XW30V-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF5051507;
1513;DIXELL XW60VS-5N0C0 SHORT;120.00;Dixell;Elektronik Kontrolörler;controller;378422;
1514;DIXELL XW60V-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;378423;
1515;DIXELL XR20T;120.00;Dixell;Elektronik Kontrolörler;controller;LF5240989;
1516;DIXELL XR30T;120.00;Dixell;Elektronik Kontrolörler;controller;LF5240991;
1517;DIXELL XR60T;120.00;Dixell;Elektronik Kontrolörler;controller;LF5240992;
1518;DIXELL XR70T;120.00;Dixell;Elektronik Kontrolörler;controller;LF5240993;
1519;DIXELL XR20D-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445368;
1520;DIXELL XR30D-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445369;
1521;DIXELL XR40D-5P0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445370;
1522;DIXELL XR60D-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;381567;
1523;DIXELL XR160D-5N0C1;120.00;Dixell;Elektronik Kontrolörler;controller;LF3445372;
1524;CAREL PJEZSNH0E0 COMPACT;120.00;Carel;Elektronik Kontrolörler;controller;LF2102955;
1525;CAREL PJEZSNH000 COMPACT;120.00;Carel;Elektronik Kontrolörler;controller;378030;
1526;CAREL PJEZS00000;120.00;Carel;Elektronik Kontrolörler;controller;370886;
1527;CAREL PJEZS0P000;120.00;Carel;Elektronik Kontrolörler;controller;378721;
1528;CAREL PYAO1C0522;120.00;Carel;Elektronik Kontrolörler;controller;378329;
1529;CAREL PYCO1SN50P;120.00;Carel;Elektronik Kontrolörler;controller;378673;
1530;CAREL PJEZS0H000;120.00;Carel;Elektronik Kontrolörler;controller;378705;
1531;CAREL PJEZS0A000;120.00;Carel;Elektronik Kontrolörler;controller;LF3445216;
1532;CAREL PJS1Y0P000;120.00;Carel;Elektronik Kontrolörler;controller;LF3445249;
1533;CAREL PJEZS0G000;120.00;Carel;Elektronik Kontrolörler;controller;LF2101745;
1534;CAREL PJEZY0H000;120.00;Carel;Elektronik Kontrolörler;controller;LF2102337;
1535;CAREL PJEZC00000;120.00;Carel;Elektronik Kontrolörler;controller;378690;
1536;CAREL PYCO1LO51G;120.00;Carel;Elektronik Kontrolörler;controller;379779;
1537;CAREL PYIA1Z055P;120.00;Carel;Elektronik Kontrolörler;controller;LF3445439;
1538;CAREL PYIA1Z052N;120.00;Carel;Elektronik Kontrolörler;controller;378491;
1539;CAREL PJEZC0P000;120.00;Carel;Elektronik Kontrolörler;controller;378475;
1540;CAREL PYIL1U0525;120.00;Carel;Elektronik Kontrolörler;controller;378283;
1541;CAREL PJEZC0H000;120.00;Carel;Elektronik Kontrolörler;controller;LF7106435;
1542;CAREL PJEZC0M000;120.00;Carel;Elektronik Kontrolörler;controller;LF3445332;
1543;CAREL IR33S00N00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;LF3445225;
1544;CAREL IR33S0LN00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;LF3445908;
1545;CAREL IR33S0LR00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;378143;
1546;CAREL IR33S0ER00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;378144;
1547;CAREL IR33Y00N00 (R33);120.00;Carel;Elektronik Kontrolörler;controller;378183;
1548;CAREL IRELF0EN215 (R33);120.00;Carel;Elektronik Kontrolörler;controller;379512;
